CERT_ID,CERT_NAME,URL,ACRONYM,KEYWORD,TRAINING,EITHER,EXAM,RENEWAL,CEU,REEXAM,CPD,CERT_ANY,EXAM_DETAILS,TYPE,TYPEORDER,ORG_ID,ORG_NAME,ORG_ADDRES,ORG_PHONE1,EXT,ORG_PHONE2,ORG_FAX,ORG_EMAIL,ORG_WEBPAG,ORG ACRONYM,CERT_DESCRIPTION
14174,Multistate Performance Test,https://www.ncbex.org/exams/mpt,MPT,Bar Exam Law ,1,,1,,0,0,0,0,,Advanced,B,1871,National Conference of Bar Examiners,"302 South Bedford Street Madison, WI 53703-3622",,,,,,https://www.ncbex.org/,NCBE,"The Multistate Performance Test (MPT) consists of two 90-minute items. Developed by NCBE, the MPT is administered by user jurisdictions as part of the bar examination on the Tuesday before the last Wednesday in February and July of each year. User jurisdictions may select one or both MPT items to include as part of their bar examinations. Jurisdictions that administer the Uniform Bar Examination use both MPT items."
14175,Multistate Professional Responsibility Examination,https://www.ncbex.org/exams/mpre,MPRE,Bar Exam Law ,1,,1,  ,0,0,0,0,,Advanced,B,1871,National Conference of Bar Examiners,"302 South Bedford Street Madison, WI 53703-3622",,,,,,https://www.ncbex.org/,NCBE,"The Multistate Professional Responsibility Examination (MPRE) is a two-hour, 60-question multiple-choice examination that is administered three times per year. Developed by NCBE, the MPRE is required for admission to the bars of all but two US jurisdictions (Wisconsin and Puerto Rico). (Note that Connecticut and New Jersey accept successful completion of a law school course on professional responsibility in lieu of a passing score on the MPRE.)"
9212,Musculoskeletal Ultrasound Certification in Rheumatology,https://rheumatology.org/rhmsus-certification,RhMSUS,  ,1,,1,10,1,1,0,0,,Specialty,C,1361,American College of Rheumatology,"2200 Lake Boulevard NE Atlanta, GA 30319",(404) 633-3777,,,(404) 633-1870,acr@rheumatology.org,https://rheumatology.org/,ACR,"The American College of Rheumatology is proud to introduce Musculoskeletal Ultrasound Certification in Rheumatology-RhMSUS.

Musculoskeletal ultrasound has been widely adopted in the U.S. by rheumatologists and other rheumatology health professionals as a way to diagnose and treat patients. According to the ""American College of Rheumatology Report on Reasonable Use of Musculoskeletal Ultrasonography in Rheumatology Clinical Practice,"" studies have shown many potential benefits for using MSUS, including faster and more accurate diagnosis, optimized treatment, and improved needle placement accuracy."
15129,Musculoskeletal Ultrasound Examination (MSK) for Physicians and Advanced Care Providers,https://www.apca.org/certifications-examinations/registered-in-musculoskeletal-sonography/musculoskeletal-sonography-msk/,MSK-PACP,  ,1,,1,5 ,0,0,1,0,,Advanced,B,1983,Alliance for Physician Certification & Advancement,,240-631-8151,,,,,https://www.apca.org/,APCA,
0289,Music Therapist - Board Certified,https://www.cbmt.org/candidates/examination/,MT-BC,  music therapy,1,,1,5 ,1,1,,1,,Specialty,C,0047,Certification Board for Music Therapists,"506 E. Lancaster Ave. Suite 102, Downingtown, PA 19335",800-765-2268,,,,info@cbmt.com,https://www.cbmt.org/,CBMT,"The credential Music Therapist - Board Certified (MT-BC) is granted by the Certification Board for Music Therapists (CBMT) to identify music therapists who have demonstrated the knowledge, skills and abilities necessary to practice music therapy at the current level of the profession. The purpose of board certification in music therapy is to provide an objective national standard that can be used as a measure of professionalism by interested agencies, groups, and individuals."
14370,MySQL 2021 Certified Implementation Specialist Certification,https://education.oracle.com/mysql-2021-certified-implementation-specialist/trackp_MYSQLOPN2021,,SQL  ,0,,1,  ,,1,,,,Core,A,0831,MySQL Inc,"20450 Stevens Creek Boulevar Suite 350 Cupertino, CA 95014",408-213-6600,,,408-213-2807,,https://www.mysql.com/,,
14372,MySQL 8.0 Database Developer Oracle Certified Professional,https://education.oracle.com/mysql-80-database-developer-oracle-certified-professional/trackp_MYSQLPRG80OCP,,SQL  ,0,,1,,,1,,,,Core,A,0831,MySQL Inc,"20450 Stevens Creek Boulevar Suite 350 Cupertino, CA 95014",408-213-6600,,,408-213-2807,,https://www.mysql.com/,,
14371,MySQL HeatWave Implementation Certified Associate Rel 1 Certification,https://education.oracle.com/mysql-heatwave-implementation-certified-associate-rel1/trackp_MYSQLHWIMPOCA,,SQL  ,0,,1,,,1,,,,Core,A,0831,MySQL Inc,"20450 Stevens Creek Boulevar Suite 350 Cupertino, CA 95014",408-213-6600,,,408-213-2807,,https://www.mysql.com/,,
13313,NACA ACO I,https://nacatraining.org/naca-aco-certification/,ACO,  ,0,,1,3 ,1,,,,,Core,A,1510,National Animal Care and Control Association,"101 N. Church St., Olathe, KS 66061",913-768-1319,,,913-768-1378,naca@nacanet.org,https://www.nacanet.org/,NACA,The NACA Certification is designed specifically for working adults in the Animal Care/Control profession.
13314,NACA ACO II,https://nacatraining.org/naca-aco-certification/,ACO,  ,1,,1,3 ,1,,,,,Advanced,B,1510,National Animal Care and Control Association,"101 N. Church St., Olathe, KS 66061",913-768-1319,,,913-768-1378,naca@nacanet.org,https://www.nacanet.org/,NACA,The NACA Certification is designed specifically for working adults in the Animal Care/Control profession.
3615,NAFA Certified Air Filter Specialist,https://www.nafahq.org/afspecialist/,NAFA-AFS,HVAC; air filter  ,1,,1,1 ,1,1,1,1,,Core,A,0732,National Air Filtration Association,"PO Box 68639, Virginia Beach, VA 23471",757-313-7400,,,757-497-1895,nafa@nafahq.org,https://www.nafahq.org/,"NAFA,","In response to the need for quality assurance, increased education and recognition of professional achievement within the industry, NAFA developed the NAFA Certified Air Filter Specialist (CAFS) program-the first education and certification program designed specifically for air filtration professionals."
3616,NAFA Certified Technician,https://www.nafahq.org/cert1/,NCT,HVAC; certified technician NAFA ,1,,1,1 ,1,1,1,1,,Core,A,0732,National Air Filtration Association,"PO Box 68639, Virginia Beach, VA 23471",757-313-7400,,,757-497-1895,nafa@nafahq.org,https://www.nafahq.org/,"NAFA,","The NAFA Certified Technician (NCT) Program was first introduced to NAFA members in January 1999 as an effort to add more credibility and professionalism to the air filtration industry. Since its introduction, nearly 300 air filter service technicians have taken the 100 question, open-book exam based on the NAFA Installation, Operation, and Maintenance of Air Filtration Systems manual."
10787,NAFC Core X System,https://www.nafctrainer.com/specialty-certs,,"Personal trainer, fitness instructor, NAFC, group fitness, Core X, ",0,,1,2 ,1,0,0,0,,Core,A,1575,National Association for Fitness Certification,"2575 Fortune Way Suit F Vista, CA 92081",800-324-8315,,,,info@nafctrainer.com,https://nafconline.com/,NAFC,"The CORE X SYSTEM Group Fitness Training program is designed for fitness enthusiasts, and athletes alike, and is a fun and quick resistance based workout available to all levels of fitness."
10782,NAFC Group Fitness Certification,https://www.nafctrainer.com/group-fitness-instructor-certification,,"Personal trainer, fitness instructor, NAFC, group fitness, ",0,,1,2 ,1,0,0,0,,Core,A,1575,National Association for Fitness Certification,"2575 Fortune Way Suit F Vista, CA 92081",800-324-8315,,,,info@nafctrainer.com,https://nafconline.com/,NAFC,"NAFC Group Fitness instructors are part of a dynamic, new wave in fitness training. Master the basic disciplines of aerobic movement and choreography which will allow you to instruct a wide range of sport-targeted programs such as group strength training, kickboxing, dance, mind/body classes and much more! Learn the skills needed to teach effective and stimulating classes in response to a diverse range of needs."
10786,NAFC ICG Indoor Cycling,https://www.nafctrainer.com/specialty-certs#icg,,"Personal trainer, fitness instructor, NAFC, cycling, indoor cycling, ",0,,1,2 ,1,0,0,0,,Core,A,1575,National Association for Fitness Certification,"2575 Fortune Way Suit F Vista, CA 92081",800-324-8315,,,,info@nafctrainer.com,https://nafconline.com/,NAFC,"Get certified with ICG Stages - the preferred education of many of the world's leading health clubs, brands and instructors. ICG Stages is an internationally recognized and accredited Online or one day Live certification that, when passed, will globally certify you to teach indoor cycling. The one day Live certification allows you to attend a full day's certification led by one of our master trainers and offers a group learning environment that delivers greater practical assessment for those who require or prefer this format."
10784,NAFC Nutrition Coach Certification,https://www.nafctrainer.com/nutrition-coach-certification,,"Personal trainer, fitness instructor, NAFC, nutrition, ",0,,1,2 ,1,0,0,0,,Core,A,1575,National Association for Fitness Certification,"2575 Fortune Way Suit F Vista, CA 92081",800-324-8315,,,,info@nafctrainer.com,https://nafconline.com/,NAFC,"The NAFC Nutrition Coach Foundations course blends sound basic science with the latest in results-proven nutritional science. Learn how to master proven coaching skills that will help you successfully guide your clients toward better health, better performance, and a better body!"
10781,NAFC Personal Training Certification,https://www.nafctrainer.com/personal-training-certification,,"Personal trainer, fitness instructor, NAFC,  ",0,,1,2 ,1,0,0,0,,Core,A,1575,National Association for Fitness Certification,"2575 Fortune Way Suit F Vista, CA 92081",800-324-8315,,,,info@nafctrainer.com,https://nafconline.com/,NAFC,"The NAFC Certified Personal Training program was developed from a passion to 'build a better trainer' by combining results-driven science with advanced practical application. By perfecting these two disciplines, NAFC trainers become empowered to safely and successfully lead clients toward better health & improved quality of life."
10783,NAFC Pilates Coach,https://www.nafctrainer.com/certifications#nafc-prod-mat-1-certification,,"Personal trainer, fitness instructor, NAFC, Pilates, coach, ",0,,1,2 ,1,0,0,0,,Core,A,1575,National Association for Fitness Certification,"2575 Fortune Way Suit F Vista, CA 92081",800-324-8315,,,,info@nafctrainer.com,https://nafconline.com/,NAFC,This Mat One course is the foundation to begin Tri-plane Pilates and prepares students for Reformer 1 and 2 courses. Learn to instruct as a critical-thinking trainer capable of understanding the anatomy of a particular exercise and purpose of each movement.
10789,NAFC Power Rebounder Certified Instructor,https://www.nafctrainer.com/specialty-certs#rebounder,,"Personal trainer, fitness instructor, NAFC, rebounder, power rebounder, ",0,,1,2 ,1,0,0,0,,Core,A,1575,National Association for Fitness Certification,"2575 Fortune Way Suit F Vista, CA 92081",800-324-8315,,,,info@nafctrainer.com,https://nafconline.com/,NAFC,"The Power Rebounder Instructor Certification course is an online group fitness course which can be completed at your own pace and at times that fit your busy schedule. Power Rebounder utilizes low&#8208;impact springboard mats, known as ""Rebounders"", which allow participants to experience a high&#8208;intensity class but with low stress to the joints, bones, muscles and heart."
10788,NAFC Transformations,https://www.nafctrainer.com/specialty-certs#transformations,,"Personal trainer, fitness instructor, NAFC, Transformations, group excercise, exercise program, ",0,,1,2 ,1,0,0,0,,Core,A,1575,National Association for Fitness Certification,"2575 Fortune Way Suit F Vista, CA 92081",800-324-8315,,,,info@nafctrainer.com,https://nafconline.com/,NAFC,"Transformations is an all-encompassing, sustainable lifestyle, nutrition and exercise program. It's the first of its kind to include marketing and networking systems, scheduling and payment/payroll templates and detailed direction on sales, on-boarding, retention and management."
7449,NAHRO Commissioners Certification,https://www.nahro.org/certification-training/nahro-certification/nahro-certified-commissioner-ncc/,NCC,"NAHRO Commissioner, certification ",1,,1,2 ,1,0,0,0,,Advanced,B,1028,National Association of Housing and Redevelopment Officials,"630 Eye Street, NW Washington, DC 20001",877-866-2476,,202-289-3500,202-289-8181,nahro@nahro.org,https://www.nahro.org/,NAHRO,
8592,NAMA Certified Executive,https://namanow.org/knowledge/knowledge-center/nce-nama-certified-executive/,NCE,NAMA Certified Executive  ,,,1,5 ,1,0,1,0,"The exam is offered online. Once your application is approved, you will receive an email of instructions on how to take the online exam. Applicants requiring special accommodations for exams should submit their requests to the NAMA Education Department.",Advanced,B,0243,National Automatic Merchandising Association,"20 North Wacker Driver, Suite 3500, Chicago, IL 60606-3102",312-346-0370,,,312-7044-140,ocs@vending.org,https://namanow.org/,NAMA,"The NAMA Certified Executive (NCE) designation is awarded by NAMA to NAMA member industry professionals who demonstrate the commitment, knowledge, integrity and leadership characteristics that distinguishes themselves in their field. It is earned through credits for experience, education and leadership and followed by an exam. Once the process is successfully completed, you will be recognized by associates, competitors in the field and customers as an outstanding professional in the vending, coffee service and foodservice industries."
8635,NAR's Green Designation    The Green REsource Council,https://green.realtor/earn-your-green-designation/how-earn-designation,GREEN,"National Association of Realtors Green Designation, NAR's, real estate, energy efficiency ",,,1,  ,,,,,,Core,A,0075,National Association of Realtors,"430 North Michigan Ave., Chicago, IL 60611-4087",800-874-6500,,,312-329-5960,InfoCentral@realtors.org,https://www.nar.realtor/,NAR,NAR's Green Designation is the only NAR-recognized real estate designation designed for agents looking to learn about issues of energy efficiency and sustainability in the various facets of real estate.
14496,"NC3 Trane BAS - 1: Intro to HVAC Systems, Building Control",https://www.nc3.net/partner-trane/,,  ,0,,1,,1,,,,,Core,A,1919,Trane,"P.O. Box 580802 Pleasant Prairie, WI 53158",,,,,,https://www.trane.com/index.html,,
14497,"NC3 Trane BAS - 2: Automation, Spaces, Equipment, Security",https://www.nc3.net/partner-trane/,,  ,0,,1,,1,,,,,Core,A,1919,Trane,"P.O. Box 580802 Pleasant Prairie, WI 53158",,,,,,https://www.trane.com/index.html,,
14498,"NC3 Trane BAS - 3: Set Points, Scheduling, Area & VAS, Points",https://www.nc3.net/partner-trane/,,  ,0,,1,,1,,,,,Core,A,1919,Trane,"P.O. Box 580802 Pleasant Prairie, WI 53158",,,,,,https://www.trane.com/index.html,,
14499,"NC3 Trane BAS - 4: Chiller Plant Control, Alarms, Events",https://www.nc3.net/partner-trane/,,  ,0,,1,,1,,,,,Core,A,1919,Trane,"P.O. Box 580802 Pleasant Prairie, WI 53158",,,,,,https://www.trane.com/index.html,,
14499,"NC3 Trane BAS - 4: Chiller Plant Control, Alarms, Events",https://www.nc3.net/partner-trane/,,  ,0,,1,,1,,,,,Product/Equipment,D,1919,Trane,"P.O. Box 580802 Pleasant Prairie, WI 53158",,,,,,https://www.trane.com/index.html,,
14500,"NC3 Trane BAS - 5: Data Logs, Reports, Backup",https://www.nc3.net/partner-trane/,,  ,0,,1,,1,,,,,Product/Equipment,D,1919,Trane,"P.O. Box 580802 Pleasant Prairie, WI 53158",,,,,,https://www.trane.com/index.html,,
6184,NCARB Certification,https://www.ncarb.org/ncarb-certificate/benefits/get-certified,NCARB,architect  ,1,,1,  ,1,,0,0,,Core,A,1063,National Council of Architectural Registration Boards,"1801 K Street, NW , Suite 700K Washington, DC 20006",202-783-6500,,,202-783-0290,,https://www.ncarb.org/,NCARB,"NCARB certification facilitates reciprocal registration among all 54 NCARB Member Boards, 11 Canadian jurisdictions, and can be used to support an application for registration in other countries. Although certification does not qualify a person to practice architecture in a jurisdiction, it does signify that you have met the highest professional standards established by the registration boards responsible for protecting the health, safety and welfare of the public."
14775,NCLCA Principles of Livestock Selection and Evaluation Certification,https://livestockcoaches.org/certification/,,  ,0,,1,  ,0,0,0,0,National Collegiate Livestock Coaches&amp;rsquo; Association utilizes iCEV as the certification testing platform.,Core,A,1960,National Collegiate Livestock Coaches' Association,,800-922-9965,,,,,https://livestockcoaches.org/,NCLCA,"The Principles of Livestock Selection & Evaluation Certification assesses industry-valued and industry-recognized standards produced by NCLCA. The certification validates the foundational competencies needed to begin animal science careers, specifically those related to the selection and evaluation of breeding and market animals. Those who earn the certification are more qualified and prepared to enter a variety of roles within the industry. Additionally, the certification allows employers to connect with more skilled candidates, filling gaps in the labor market and jump-starting individuals' careers."
12046,NDT Level III,https://certification.asnt.org/certification/asnt-ndt-level-iii,,  ,1,,1,10,1,1,0,1,,Specialty,C,0490,American Society for Nondestructive Testing,"1711 Arlingate Lane, Columbus, OH 43228-0518",800-222-2768,242,614-274-6003,614-274-6899,,https://www.asnt.org/,ASNT,
13234,NIGP Certified Procurement Professional,https://www.nigp.org/certification/why-the-nigp-cpp,NIGP-CPP,  ,1,,1,3 ,1,,,,&lt;div&gt;Pearson VUE will send you an Authorization to Test email which will give you&lt;/div&gt;&lt;div&gt;instructions for scheduling your specific exam date and location directly with Pearson&lt;/div&gt;&lt;div&gt;VUE; NIGP&amp;rsquo;s test administrator.&lt;/div&gt;,Advanced,B,1758,NIGP The Institute for Public Procurement,"2411 Dulles Corner Park, Suite 350 Herndon, VA 20171",703-736-8900,,800-367-6447,703-736-9644,customercare@nigp.org,https://www.nigp.org/,NIGP,NIGP's Certified Procurement Professional designation (NIGP-CPP) targets mid to executive level leaders in the public procurement profession. The NIGP-CPP focuses on competencies vs years of experience and is comprehensive of all competencies necessary for a procurement leader to perform.
11911,NIST Cybersecurity Framework,https://learning.dell.com/content/dam/dell-emc/documents/en-us/D-CSF-SC-23-Secure_NIST_Cybersecurity_Framework_Exam.pdf,,  ,1,,1,  ,,,,,Dell certification exams are administered by &lt;a title=&quot;Pearson VUE&quot; href=&quot;https://home.pearsonvue.com/dell&quot; target=&quot;_blank&quot;&gt;Pearson VUE&lt;/a&gt;.,Product/Equipment,D,0622,Dell Corporation,"1 Dell Way, Roundrock, TX, 78682",512-338-4400,,,,info@emc.com,https://www.dell.com/en-us,DELEMC,Successful completion of the Infrastructure Security Exam validates the candidate's ability to implement the NIST framework components to drive improved cybersecurity practices into the data center
15077,NITC Journey Level HVAC,https://nitc.com/Certifications-Details-NITC-Journey-Level-HVAC-Exam-Request/details/57/NITC-Journey-Level-HVAC,,  ,1,,1,5 ,0,1,0,0,,Advanced,B,0921,"National Inspection, Testing and Certification Corporation","501 Shatto Place, Suite 201 Los Angeles, CA 90020-1713",1-877-457-6482,,,1-213-382-2501,,https://nitc.com/,NITC,
13057,NJROTC Instructor Certification,https://www.netc.navy.mil/NSTC/NJROTC/Inst-App-Process/#topcert,,  ,1,,1,3 ,,,,,,Advanced,B,1738,Naval Junior Reserve Officers Training Corps,"250 Dallas St. Pensacola, FL 32508",833-330-6622,,,,,https://www.netc.navy.mil/,,NJROTC instructors are sea service personnel certified by NSTC and employed by school districts hosting NJROTC units.  The Department Head of Naval Science at a school hosting an NJROTC program is called the Senior Naval Science Instructor (SNSI). The SNSI is the commissioned officer or Warrant Officer (with a Bachelor's degree or greater) employed by the school. Enlisted personnel or warrant officers and LDOs without degrees employed by the school in the NJROTC program are called Naval Science Instructors (NSI).
14436,NNMi Administrator Certified Professional,https://www.microfocus.com/en-us/education#section5,,  ,0,,1,,1,,0,,,Product/Equipment,D,1825,OpenText,,1-800-499-6544,,,,,https://www.opentext.com/,,"This exam verifies and validates that you understand of the fundamental concepts, functionality and features, and application of the Micro Focus Network Node Manager i (NNMi) tool for Enterprise use, including its architecture, configuration, administration, and troubleshooting. It demonstrates that you have proficiency in utilizing NNMi in the capacity of different roles including Operator and Administrator for implementation of NNMi functionality to discover network devices, use the NNMi Console GUI, create groups for inventory management, use Incident Correlation, and generate reports using iSPI for Performance Metrics."
14418,NNMi Advanced Administrator Certified,https://www.opentext.com/learning-services/learning-paths#section5,NNMi,  ,0,,1,  ,1,,0,,,Product/Equipment,D,1825,OpenText,,1-800-499-6544,,,,,https://www.opentext.com/,,This exam validates that you understand of the essential concepts and core advanced functionality and features of the Micro Focus Network Node Manager i (NNMi) tool for Enterprise use.
14223,NRCA ProCertified Thermoplastic Systems Installer,https://nrca.net/procertification/certifications/for-roofing-foreman,,Roofing Foreman Roof Installation Thermoplastic Systems,1,,1,3 ,,1,,,,Specialty,C,1873,National Roofing Contractors Association,"10255 W. Higgins Road, Suite 600 Rosemont, IL 60018-5607",847-299-9070,,,847-299-1183,,https://www.nrca.net/,NRCA,"The ProCertified Roofing Foreman certification ensures that a foreman has extensive technical and safety knowledge, communication and leadership skills.

To be eligible to become an NRCA ProCertified Roofing Foreman, you must have enough experience and working knowledge of roof system installation practices and industry-specific safety practices to recognize when an installer is not following the manufacturer's requirements or is violating a safety regulation.

To demonstrate your knowledge and experience, you can do one of the following:

Option A: Hold an NRCA ProCertified roof system installer certification in the roof system in which you want to be designated

Option B: Have two or more years of experience as a roofing foreman overseeing installation of the roof system in which you want to be designated
Eligibility also requires a supervisor to verify in writing he or she has observed you consistently:

Responding to safety and quality violations in a timely fashion
Motivating installers
Modeling professional behavior
Demonstrating effective leadership"
14223,NRCA ProCertified Thermoplastic Systems Installer,https://nrca.net/procertification/certifications/for-roofing-foreman,,Roofing Foreman Roof Installation Thermoplastic Systems,1,,1,3 ,,1,,,,Advanced,B,1873,National Roofing Contractors Association,"10255 W. Higgins Road, Suite 600 Rosemont, IL 60018-5607",847-299-9070,,,847-299-1183,,https://www.nrca.net/,NRCA,"The ProCertified Roofing Foreman certification ensures that a foreman has extensive technical and safety knowledge, communication and leadership skills.

To be eligible to become an NRCA ProCertified Roofing Foreman, you must have enough experience and working knowledge of roof system installation practices and industry-specific safety practices to recognize when an installer is not following the manufacturer's requirements or is violating a safety regulation.

To demonstrate your knowledge and experience, you can do one of the following:

Option A: Hold an NRCA ProCertified roof system installer certification in the roof system in which you want to be designated

Option B: Have two or more years of experience as a roofing foreman overseeing installation of the roof system in which you want to be designated
Eligibility also requires a supervisor to verify in writing he or she has observed you consistently:

Responding to safety and quality violations in a timely fashion
Motivating installers
Modeling professional behavior
Demonstrating effective leadership"
1057,NSCA-Certified Personal Trainer,https://www.nsca.com/certification/nsca-cpt/,NSCA-CPT,Personal trainer  ,,,1,3 ,1,,,0,,Core,A,0195,National Strength and Conditioning Association - Certification Commission,1640,888-746-2378,,402-476-6669,402-476-7141,commission@nsca-cc.org,https://www.nsca.com/,NSCA-CC,"Personal trainers are health/fitness professionals who, using an individualized approach, assess, motivate, educate and train clients regarding their health and fitness needs. They design safe and effective exercise programs, provide the guidance to help clients achieve their personal health/fitness goals and respond appropriately in emergency situations. Recognizing their own area of expertise, personal trainers refer clients to other health care professionals when appropriate."
7694,NSPS - THSOA Certified Hydrographer,https://nsps.us.com/general/custom.asp?page=Certification,,Hydrographer  ,1,,1,3 ,0,0,0,0,,Core,A,1251,National Society of Professional Surveyors,"5119 Pegasus Court, Suite Q, Frederick, MD 21704",240-439-4615,,,240-439-4952,trisha.milburn@nsps.us.com,https://nsps.us.com/?,NSPS,"ACSM - THSOA Hydrographer Certification is well-recognized and considered by many Federal, State and local agencies as well as private firms, seeking subcontractors when evaluating technical proposals for marine engineering, surveying, and construction. These include port authorities, NOAA and the Corps of Engineers."
5466,Narcotic Detection K-9 Team Test,http://eswda.org/wp-content/uploads/2015/07/Narcotics-Detection-Test.pdf,,canine narcotic detection,1,,1,  ,,,,,,Specialty,C,0861,"Eastern States Working Dog Association, Inc.","P.O. Box 187 Mount Holly, NJ 08060",609-491-3109,,,,JMiller@eswda.org,http://eswda.org/,,"This examination is designed to establish the effectiveness in the detection capability of the Narcotic Detection K-9 Team. The examination consists of a number of different detection exercises. The handler and dog will be required to successfully complete the exercises as a team. These exercises are designed to be as closely related to realistic situations and conditions as possible. The exercises present the detector dog with various amounts of appropriate narcotic substances, contained in an assortment of wrappings and packaging, concealed in any number of different locations, amongst a multitude of distractions. These exercises provide for the evaluation of the detector dog while the team is engaged in a search where the narcotic involved is positively emitting a detectable odor. The detector dog will be required to demonstrate a 100% success rate at closely examining, detecting, and responding to the odor of the concealed narcotics. Equally important, the detector dog and handler must complete the examination without exhibiting any false indication. The appearance of a false indication during testing will result in an unsatisfactory completion of the Narcotic Detection K-9 Team examination and a certification will not be granted. The evaluation will be scored on a Pass/ Fail basis,"
10884,National 1st Assistant Engineer Steam/Motor/GT,https://www.dco.uscg.mil/nmc/checklist/,,  ,1,,1,5 ,0,1,1,1,Your local &lt;a title=&quot;United States Coast Guard&quot; href=&quot;http://www.uscg.mil/nmc/recs/default.asp&quot; target=&quot;_blank&quot;&gt;Regional Exam Centers &lt;/a&gt;(REC) provide valuable resources toward obtaining a Merchant Mariner Credential (MMC).,Advanced,B,1586,United States Coast Guard National Maritime Center,"100 Forbes Drive Martinsburg, WV 25404-7120",1-888-427-5662,,,304-433-3416,iasknmc@uscg.mil,https://www.dco.uscg.mil/nmc/stcw/,,(First) Assistant Engineer. This is a mid-level license. A First Assistant Engineer (also called the Second Engineer in some countries) is a licensed member of the engineering department on a merchant vessel. This title is used for the person on a ship responsible for supervising the daily maintenance and operation of the engine department. He or she reports directly to the Chief Engineer.
10885,National 2nd Assistant Engineer Steam/Motor/GT,https://www.dco.uscg.mil/nmc/checklist/,,  ,1,,1,5 ,0,1,1,1,Your local &lt;a title=&quot;United States Coast Guard&quot; href=&quot;http://www.uscg.mil/nmc/recs/default.asp&quot; target=&quot;_blank&quot;&gt;Regional Exam Centers &lt;/a&gt;(REC) provide valuable resources toward obtaining a Merchant Mariner Credential (MMC).,Advanced,B,1586,United States Coast Guard National Maritime Center,"100 Forbes Drive Martinsburg, WV 25404-7120",1-888-427-5662,,,304-433-3416,iasknmc@uscg.mil,https://www.dco.uscg.mil/nmc/stcw/,,"The propulsion plant of a vessel and management of the engineering department is the responsibility of the Engineering Officers.  Engineering officers' licenses are issued by grade.  The Second Assistant Engineer license has specific limitations for deck and engineering officers, which include tonnage and horsepower, time at sea, minimum time held in other specific engineering positions and specific first aid requirements."
10886,National 2nd Mate Unlimited OC or NC,https://www.dco.uscg.mil/nmc/checklist/,,  ,1,,1,5 ,0,1,1,1,Your local &lt;a title=&quot;United States Coast Guard&quot; href=&quot;http://www.uscg.mil/nmc/recs/default.asp&quot; target=&quot;_blank&quot;&gt;Regional Exam Centers &lt;/a&gt;(REC) provide valuable resources toward obtaining a Merchant Mariner Credential (MMC).,Advanced,B,1586,United States Coast Guard National Maritime Center,"100 Forbes Drive Martinsburg, WV 25404-7120",1-888-427-5662,,,304-433-3416,iasknmc@uscg.mil,https://www.dco.uscg.mil/nmc/stcw/,,"2nd (Second) Mate. This is an advanced-level merchant mariner credential. The general requirements for this credential are TWIC Card (Identification, Fingerprints, Citizenship, Social Security number, etc), CG-719B Application, NDR Consent & Check, Oath, 3 letters of recommendation, photograph (supplied by TSA), SSEB Screening complete, age of 21 or over, CG-719K Physical Exam, Medical Tab in MMLD, Drug Testing Compliance, Mariner Fees, and Sea Service Letters or Discharges. The sea service requirements are recency- 90 days in the past 3 years on vessels of appropriate tonnage. Either 360 days of service as OICNW on Ocean/NC steam or motor vessels while holding a MMC as 3rd Mate; or 360 days of service while holding a MMC as 3rd Mate, of which 180 days of service as OINCDW on Ocean steam or motor vessels, and Service as AB, Boatswain, or Quartermaster while holding an AB accepted on a 2 for 1 basis for a maximum of 180 days; or Master if GL &/or Inland of AGT may obtain this endorsement by completing the prescribed examination. All required service is on vessels over 200 GRT, and 50% of the required service is on vessels over 1600 GRT. Other requirements include Basic Safety Training; or Continued Competency in BST, Flashing Light-course, and a valid, approved radar observer course. All candidates must complete an examination."
10887,National 3rd Assistant Engineer Steam/Motor/GT,https://www.dco.uscg.mil/nmc/checklist/,,  ,1,,1,5 ,0,1,1,1,Your local &lt;a title=&quot;United States Coast Guard&quot; href=&quot;http://www.uscg.mil/nmc/recs/default.asp&quot; target=&quot;_blank&quot;&gt;Regional Exam Centers &lt;/a&gt;(REC) provide valuable resources toward obtaining a Merchant Mariner Credential (MMC).,Advanced,B,1586,United States Coast Guard National Maritime Center,"100 Forbes Drive Martinsburg, WV 25404-7120",1-888-427-5662,,,304-433-3416,iasknmc@uscg.mil,https://www.dco.uscg.mil/nmc/stcw/,,"The propulsion plant of a vessel and management of the engineering department is the responsibility of the Engineering Officers.  Engineering officers' licenses are issued by grade.  To obtain a United States Coast Guard license as a Third Assistant Engineer (upper Level, the applicant must complete several requirements as outlined in the licensing documents.  Some of these requirements include; service in an engine room as oiler, water tender, or Jr. Engineer; or graduate from an approved course of studies."
